"id","external_id","tekra_key","asbis_key","name_bg","name_en","sort_order","platform","created_at","updated_at","created_by","last_modified_by","is_filter","most_key","filter_order"
6615,1714,,,Тип аксесоар,Accessory type,1591,VALI,2026-06-03 01:02:22.687,2026-06-03 01:02:22.687,system,system,true,,
4863,,,форм_фактор_на_паметта,Форм фактор на паметта,Форм фактор на паметта,50,ASBIS,2026-05-19 15:49:16.340,2026-05-19 15:49:16.340,system,system,true,,
4864,,,тип_входни_устройства,Тип входни устройства,Тип входни устройства,50,ASBIS,2026-05-19 15:49:16.353,2026-05-19 15:49:16.353,system,system,true,,
6616,1715,,,Диаметър,Diameter,1592,VALI,2026-06-03 01:02:22.689,2026-06-03 01:02:22.689,system,system,true,,
4865,,,pci_express_3_0_x1,PCI Express 3.0 x1,PCI Express 3.0 x1,50,ASBIS,2026-05-19 15:49:16.354,2026-05-19 15:49:16.354,system,system,true,,
6617,1717,,,Други,Others,1595,VALI,2026-06-03 01:02:22.697,2026-06-03 01:02:22.697,system,system,true,,
4866,,,форм_фактор_на_системата,Форм фактор на системата,Форм фактор на системата,50,ASBIS,2026-05-19 15:49:16.358,2026-05-19 15:49:16.358,system,system,true,,
6618,1718,,,Монтиране,Mounting,1593,VALI,2026-06-03 01:02:22.713,2026-06-03 01:02:22.713,system,system,true,,
4867,,,съвместими_аудио_стандарти,Съвместими аудио стандарти,Съвместими аудио стандарти,50,ASBIS,2026-05-19 15:49:16.377,2026-05-19 15:49:16.377,system,system,true,,
6619,1720,,,Други,Others,1597,VALI,2026-06-03 01:02:22.715,2026-06-03 01:02:22.715,system,system,true,,
6620,1721,,,Разфасовка (Л), Packing (L),1596,VALI,2026-06-03 01:02:22.731,2026-06-03 01:02:22.731,system,system,true,,
4868,,,брой_поддържани_дънни_платки,Брой поддържани дънни платки,Брой поддържани дънни платки,50,ASBIS,2026-05-19 15:49:16.396,2026-05-19 15:49:16.396,system,system,true,,
6621,1723,,,Материал,Material,1761,VALI,2026-06-03 01:02:22.733,2026-06-03 01:02:22.733,system,system,true,,
4869,,,pci_express_x16,PCI Express x16,PCI Express x16,50,ASBIS,2026-05-19 15:49:16.398,2026-05-19 15:49:16.398,system,system,true,,
4870,,,pci_express_x1,PCI Express x1,PCI Express x1,50,ASBIS,2026-05-19 15:49:16.402,2026-05-19 15:49:16.402,system,system,true,,
4871,,,размер_на_l3_кеша,Размер на L3 кеша,Размер на L3 кеша,50,ASBIS,2026-05-19 15:49:16.403,2026-05-19 15:49:16.403,system,system,true,,
4872,,,m_2_slot_quantity,M.2 Slot Quantity,M.2 Slot Quantity,50,ASBIS,2026-05-19 15:49:16.409,2026-05-19 15:49:16.409,system,system,true,,
4873,,,plug_in_card,Plug-in-card,Plug-in-card,50,ASBIS,2026-05-19 15:49:16.411,2026-05-19 15:49:16.411,system,system,true,,
5953,,,fans_quantity,Fans Quantity,Fans Quantity,50,ASBIS,2026-05-29 01:37:06.403,2026-05-29 01:37:06.403,system,system,true,,
6622,1724,,,Съвместими телефони,Compatible phones,1602,VALI,2026-06-03 01:02:22.735,2026-06-03 01:02:22.735,system,system,false,,
6623,1725,,,Свързаност,Interface,1603,VALI,2026-06-03 01:02:22.737,2026-06-03 01:02:22.737,system,system,true,,
6624,1727,,,Други,Other,1764,VALI,2026-06-03 01:02:22.738,2026-06-03 01:02:22.738,system,system,true,,
6625,1749,,,Съвместим бранд.,Brand,2165,VALI,2026-06-03 01:02:22.743,2026-06-03 01:02:22.743,system,system,true,,
6626,1754,,,Вид аксесоар.,Accessory,1630,VALI,2026-06-03 01:02:22.745,2026-06-03 01:02:22.745,system,system,true,,
6627,1755,,,Размери,Dimensions,2332,VALI,2026-06-03 01:02:22.748,2026-06-03 01:02:22.748,system,system,true,,
6628,1756,,,Интерфейс,Interface,2331,VALI,2026-06-03 01:02:22.751,2026-06-03 01:02:22.751,system,system,false,,
4877,,,стандарт_на_разширителен_слот,Стандарт на разширителен слот,Стандарт на разширителен слот,50,ASBIS,2026-05-19 15:49:16.553,2026-05-19 15:49:16.553,system,system,true,,
4878,,,брой_инсталирани_видеокарти,Брой инсталирани видеокарти,Брой инсталирани видеокарти,50,ASBIS,2026-05-19 15:49:16.557,2026-05-19 15:49:16.557,system,system,true,,
6629,1757,,,Тип охлаждане,Type cooling,97,VALI,2026-06-03 01:02:22.752,2026-06-03 01:02:22.752,system,system,true,,
6630,1759,,,Съвместим бранд,Brand,586,VALI,2026-06-03 01:02:22.756,2026-06-03 01:02:22.756,system,system,true,,
6631,1770,,,Монтиране,Mounting,627,VALI,2026-06-03 01:02:22.760,2026-06-03 01:02:22.760,system,system,true,,
6632,1771,,,Бранд,Brand,1645,VALI,2026-06-03 01:02:22.764,2026-06-03 01:02:22.764,system,system,true,,
6633,1809,,,Бранд.,Brand,579,VALI,2026-06-03 01:02:22.766,2026-06-03 01:02:22.766,system,system,true,,
6634,1811,,,Бранд,Brand,593,VALI,2026-06-03 01:02:22.768,2026-06-03 01:02:22.768,system,system,true,,
6635,1817,,,Бранд,Brand,1325,VALI,2026-06-03 01:02:22.772,2026-06-03 01:02:22.772,system,system,true,,
6636,1819,,,Тип приложение,Application type,1327,VALI,2026-06-03 01:02:22.775,2026-06-03 01:02:22.775,system,system,false,,
6637,1825,,,LED Подсветка,LED light,136,VALI,2026-06-03 01:02:22.776,2026-06-03 01:02:22.776,system,system,true,,
4874,,,low_power_efficient_cores_quantity,Брой LP E-ядра,Low Power Efficient-cores Quantity,50,ASBIS,2026-05-19 15:49:16.459,2026-05-19 15:49:16.459,system,system,true,,
6638,1826,,,Трансфер на данни,Data Transfer Rate,2167,VALI,2026-06-03 01:02:22.780,2026-06-03 01:02:22.780,system,system,true,,
6639,1828,,,Bluetooth версия,Bluetooth version,620,VALI,2026-06-03 01:02:22.784,2026-06-03 01:02:22.784,system,system,true,,
6640,1829,,,Standby режим,Standby,622,VALI,2026-06-03 01:02:22.789,2026-06-03 01:02:22.789,system,system,true,,
4875,,,installed_video_memory,Инсталирана видео памет,Installed Video Memory,50,ASBIS,2026-05-19 15:49:16.462,2026-05-19 15:49:16.462,system,system,true,,
4876,,,maximum_installable_ram,Максимален инсталируем RAM,Maximum Installable RAM,50,ASBIS,2026-05-19 15:49:16.478,2026-05-19 15:49:16.478,system,system,true,,
579,782,,,Дълбочина на цветовете,Color depth,287,VALI,2026-04-02 10:04:09.707,2026-04-02 10:04:09.707,system,system,false,,
6641,1833,,,Чувствителност,SPL,1705,VALI,2026-06-03 01:02:22.800,2026-06-03 01:02:22.800,system,system,true,,
6642,1835,,,Бранд,Brand,1601,VALI,2026-06-03 01:02:22.812,2026-06-03 01:02:22.812,system,system,false,,
6643,1836,,,Макс. поддържано тегло,Support maximum weight,1763,VALI,2026-06-03 01:02:22.813,2026-06-03 01:02:22.813,system,system,false,,
6644,1837,,,Съвместима ОС.,OS,1599,VALI,2026-06-03 01:02:22.815,2026-06-03 01:02:22.815,system,system,true,,
4879,,,допълнителна_видео_карта,Допълнителна видео карта,Допълнителна видео карта,50,ASBIS,2026-05-19 15:49:16.558,2026-05-19 15:49:16.558,system,system,true,,
4880,,,usb_3_2_gen_2_x2,USB 3.2 Gen 2 x2,USB 3.2 Gen 2 x2,50,ASBIS,2026-05-19 15:49:16.560,2026-05-19 15:49:16.560,system,system,true,,
4881,,,pci_express_3_0_x4,PCI Express 3.0 x4,PCI Express 3.0 x4,50,ASBIS,2026-05-19 15:49:16.563,2026-05-19 15:49:16.563,system,system,true,,
6645,1838,,,Слотoве PCI-E x4,PCI Express x4,801,VALI,2026-06-03 01:02:22.816,2026-06-03 01:02:22.816,system,system,true,,
4882,,,pci_express_5_0_x16,PCI Express 5.0 x16,PCI Express 5.0 x16,50,ASBIS,2026-05-19 15:49:16.564,2026-05-19 15:49:16.564,system,system,true,,
610,886,,,Аларма,Alarm,847,VALI,2026-04-02 10:04:10.009,2026-04-02 10:04:10.009,system,system,false,,
4883,,,pci_express_4_0_x4,PCI Express 4.0 x4,PCI Express 4.0 x4,50,ASBIS,2026-05-19 15:49:16.567,2026-05-19 15:49:16.567,system,system,true,,
5954,,,bundle_with,Bundle With,Bundle With,50,ASBIS,2026-05-29 01:37:06.426,2026-05-29 01:37:06.426,system,system,true,,
4885,,,артикулен_номер,Артикулен номер,Артикулен номер,50,ASBIS,2026-05-19 15:49:16.569,2026-05-19 15:49:16.569,system,system,true,,
6646,1840,,,Памет,Memory,1837,VALI,2026-06-03 01:02:22.818,2026-06-03 01:02:22.818,system,system,true,,
4887,,,резолюция_на_дисплея,Резолюция на дисплея,Резолюция на дисплея,50,ASBIS,2026-05-19 15:49:16.608,2026-05-19 15:49:16.608,system,system,true,,
624,902,,,Топлопроводимост,Thermal Conductivity,1032,VALI,2026-04-02 10:04:10.075,2026-04-02 10:04:10.075,system,system,false,,
625,903,,,Термична устойчивост,Thermal Resistance,1033,VALI,2026-04-02 10:04:10.087,2026-04-02 10:04:10.087,system,system,false,,
626,904,,,Лимитна температура,Operating Temperature,1034,VALI,2026-04-02 10:04:10.089,2026-04-02 10:04:10.089,system,system,false,,
4888,,,размер_на_вътрешната_памет,Размер на вътрешната памет,Размер на вътрешната памет,50,ASBIS,2026-05-19 15:49:16.617,2026-05-19 15:49:16.617,system,system,true,,
4889,,,инсталиран_капацитет_за_съхранение_на_ram,Инсталиран капацитет за съхранение на RAM,Инсталиран капацитет за съхранение на RAM,50,ASBIS,2026-05-19 15:49:16.635,2026-05-19 15:49:16.635,system,system,true,,
4890,,,интерфейс_usb,Интерфейс USB,Интерфейс USB,50,ASBIS,2026-05-19 15:49:16.641,2026-05-19 15:49:16.641,system,system,true,,
6647,1841,,,HDD,HDD,1567,VALI,2026-06-03 01:02:22.822,2026-06-03 01:02:22.822,system,system,true,,
6648,1842,,,Оптично устройство DVD+/-RW,DVD+/-RW,1565,VALI,2026-06-03 01:02:22.831,2026-06-03 01:02:22.831,system,system,true,,
6649,1844,,,Тип.,Type,1717,VALI,2026-06-03 01:02:22.833,2026-06-03 01:02:22.833,system,system,false,,
6650,1847,,,Марка принтер,Brand,710,VALI,2026-06-03 01:02:22.834,2026-06-03 01:02:22.834,system,system,true,,
4892,,,интерфейс_bluetooth,Интерфейс Bluetooth,Интерфейс Bluetooth,50,ASBIS,2026-05-19 15:49:16.646,2026-05-19 15:49:16.646,system,system,true,,
6651,1849,,,Тъч сензор,Touch sensor,1697,VALI,2026-06-03 01:02:22.844,2026-06-03 01:02:22.844,system,system,true,,
4893,,,вътрешна_тактова_честота_на_cpu,Вътрешна тактова честота на CPU,Вътрешна тактова честота на CPU,50,ASBIS,2026-05-19 15:49:16.650,2026-05-19 15:49:16.650,system,system,true,,
646,934,,,Брой сензори,Outdoor sensors,1036,VALI,2026-04-02 10:04:10.277,2026-04-02 10:04:10.277,system,system,false,,
6652,1850,,,Брой точки при допир,Number of touch points,1722,VALI,2026-06-03 01:02:22.847,2026-06-03 01:02:22.847,system,system,true,,
649,937,,,Тип батерии на сензорите,Type of Battery Outside Sensor,1039,VALI,2026-04-02 10:04:10.286,2026-04-02 10:04:10.286,system,system,false,,
4896,,,инсталирана_видео_памет,Инсталирана видео памет,Инсталирана видео памет,50,ASBIS,2026-05-19 15:49:16.666,2026-05-19 15:49:16.666,system,system,true,,
4897,,,скорост_честота_на_паметта,Скорост/честота на паметта,Скорост/честота на паметта,50,ASBIS,2026-05-19 15:49:16.674,2026-05-19 15:49:16.674,system,system,true,,
4898,,,аудио_видео_характеристики,Аудио/Видео характеристики,Аудио/Видео характеристики,50,ASBIS,2026-05-19 15:49:16.701,2026-05-19 15:49:16.701,system,system,true,,
6654,1853,,,Време за реакция (Touch System),Response Time (Touch System),1725,VALI,2026-06-03 01:02:22.851,2026-06-03 01:02:22.851,system,system,true,,
657,947,,,Езици,languages,1048,VALI,2026-04-02 10:04:10.315,2026-04-02 10:04:10.315,system,system,false,,
4901,,,"4_пинов_периферен_захранващ_конектор","4 пинов периферен захранващ конектор","4 пинов периферен захранващ конектор",50,ASBIS,2026-05-19 15:49:16.711,2026-05-19 15:49:16.711,system,system,true,,
4902,,,"15_пинов_s_ata_конектор","15 пинов S-ATA конектор","15 пинов S-ATA конектор",50,ASBIS,2026-05-19 15:49:16.715,2026-05-19 15:49:16.715,system,system,true,,
4903,,,"6_8_pin_pci_express_connector","6/8-pin PCI Express Connector","6/8-pin PCI Express Connector",50,ASBIS,2026-05-19 15:49:16.721,2026-05-19 15:49:16.721,system,system,true,,
4904,,,"4_8_pin_12v_power_connector","4/8-pin +12V Power Connector","4/8-pin +12V Power Connector",50,ASBIS,2026-05-19 15:49:16.724,2026-05-19 15:49:16.724,system,system,true,,
4905,,,"5vsb",+5VSB,+5VSB,50,ASBIS,2026-05-19 15:49:16.726,2026-05-19 15:49:16.726,system,system,true,,
4906,,,"12v",-12V,-12V,50,ASBIS,2026-05-19 15:49:16.730,2026-05-19 15:49:16.730,system,system,true,,
4907,,,"80_plus_certification","80 Plus Certification","80 Plus Certification",50,ASBIS,2026-05-19 15:49:16.759,2026-05-19 15:49:16.759,system,system,true,,
4884,,,maximum_humidity,Максимална влажност,Maximum Humidity,50,ASBIS,2026-05-19 15:49:16.568,2026-05-19 15:49:16.568,system,system,true,,
4886,,,cpu,Процесор (CPU),CPU,50,ASBIS,2026-05-19 15:49:16.592,2026-05-19 15:49:16.592,system,system,true,,
4895,,,product_level,Ниво на продукта,Product Level,50,ASBIS,2026-05-19 15:49:16.662,2026-05-19 15:49:16.662,system,system,true,,
4899,,,efficiency,Ефективност,Efficiency,50,ASBIS,2026-05-19 15:49:16.703,2026-05-19 15:49:16.703,system,system,true,,
4900,,,modular_power_supply,Модулно захранване,Modular Power Supply,50,ASBIS,2026-05-19 15:49:16.709,2026-05-19 15:49:16.709,system,system,true,,
711,1043,,,Проекция,Projection,1121,VALI,2026-04-02 10:04:10.866,2026-04-02 10:04:10.866,system,system,false,,
712,1044,,,Радио,Radio,1122,VALI,2026-04-02 10:04:10.868,2026-04-02 10:04:10.868,system,system,false,,
726,1068,,,Производител процесор,CPU,1135,VALI,2026-04-02 10:04:10.935,2026-04-02 10:04:10.935,system,system,false,,
728,1070,,,Производител на видео чипсет,Video chipset,1159,VALI,2026-04-02 10:04:10.946,2026-04-02 10:04:10.946,system,system,false,,
729,1071,,,Вид дисплей,Display type,1144,VALI,2026-04-02 10:04:10.950,2026-04-02 10:04:10.950,system,system,false,,
732,1074,,,Тип съхранение,Hard disk type,1155,VALI,2026-04-02 10:04:11.001,2026-04-02 10:04:11.001,system,system,false,,
733,1075,,,Капацитет за съхраненние,Hard disk capacity ,1157,VALI,2026-04-02 10:04:11.006,2026-04-02 10:04:11.006,system,system,false,,
736,1080,,,Клавиатура,Keyboard,1791,VALI,2026-04-02 10:04:11.028,2026-04-02 10:04:11.028,system,system,false,,
4908,,,"5v",+5V,+5V,50,ASBIS,2026-05-19 15:49:16.762,2026-05-19 15:49:16.762,system,system,true,,
4909,,,"20_4_пинов_конектор","20+4-пинов конектор","20+4-пинов конектор",50,ASBIS,2026-05-19 15:49:16.775,2026-05-19 15:49:16.775,system,system,true,,
739,1083,,,Кеш,Cache,1142,VALI,2026-04-02 10:04:11.113,2026-04-02 10:04:11.113,system,system,false,,
741,1086,,,Максимална памет,Max. capacity memory,1152,VALI,2026-04-02 10:04:11.134,2026-04-02 10:04:11.134,system,system,false,,
4910,,,брой_инсталирани_вентилатори,Брой инсталирани вентилатори,Брой инсталирани вентилатори,50,ASBIS,2026-05-19 15:49:16.776,2026-05-19 15:49:16.776,system,system,true,,
743,1088,,,Капацитет видео памет,Capacity Video Memory,1164,VALI,2026-04-02 10:04:11.152,2026-04-02 10:04:11.152,system,system,false,,
6655,1881,,,Тип памет,Memory type,1752,VALI,2026-06-03 01:02:22.854,2026-06-03 01:02:22.854,system,system,true,,
6656,1882,,,Честота,Frequency,1754,VALI,2026-06-03 01:02:22.858,2026-06-03 01:02:22.858,system,system,true,,
747,1093,,,Четец на карти,Card readers,1166,VALI,2026-04-02 10:04:11.192,2026-04-02 10:04:11.192,system,system,false,,
5803,,,memory_technology,Технология на паметта,Memory Technology,50,ASBIS,2026-05-23 01:08:21.380,2026-05-23 01:08:21.380,system,system,true,,
4911,,,"16_pin_pci_express_5_0_12vhpwr_connector","16-pin PCI Express 5.0 (12VHPWR) Connector","16-pin PCI Express 5.0 (12VHPWR) Connector",50,ASBIS,2026-05-19 15:49:16.777,2026-05-19 15:49:16.777,system,system,true,,
4912,,,"3_3v",+3.3V,+3.3V,50,ASBIS,2026-05-19 15:49:16.779,2026-05-19 15:49:16.779,system,system,true,,
4913,,,вентилатор_диаметър,Вентилатор - диаметър,Вентилатор - диаметър,50,ASBIS,2026-05-19 15:49:16.792,2026-05-19 15:49:16.792,system,system,true,,
6657,1883,,,Капацитет,Capacity,1753,VALI,2026-06-03 01:02:22.864,2026-06-03 01:02:22.864,system,system,true,,
4914,,,usb_type_a_usb_тип_c,"USB Type A, USB тип C","USB Type A, USB тип C",50,ASBIS,2026-05-19 15:49:16.795,2026-05-19 15:49:16.795,system,system,true,,
6658,1884,,,Волтаж,Voltage,1756,VALI,2026-06-03 01:02:22.869,2026-06-03 01:02:22.869,system,system,true,,
4915,,,"24_пинов_конектор","24 пинов конектор","24 пинов конектор",50,ASBIS,2026-05-19 15:49:16.797,2026-05-19 15:49:16.797,system,system,true,,
6659,1885,,,Модули,Modules,1757,VALI,2026-06-03 01:02:22.872,2026-06-03 01:02:22.872,system,system,true,,
6660,1886,,,Други,Others,1758,VALI,2026-06-03 01:02:22.875,2026-06-03 01:02:22.875,system,system,false,,
4917,,,"8_пинов_12v_захранващ_конектор","8 пинов +12V захранващ конектор","8 пинов +12V захранващ конектор",50,ASBIS,2026-05-19 15:49:16.801,2026-05-19 15:49:16.801,system,system,true,,
4918,,,макс_брой_поддържани_вентилатори,Макс. брой поддържани вентилатори,Макс. брой поддържани вентилатори,50,ASBIS,2026-05-19 15:49:16.802,2026-05-19 15:49:16.802,system,system,true,,
4919,,,"12v1",+12V1,+12V1,50,ASBIS,2026-05-19 15:49:16.808,2026-05-19 15:49:16.808,system,system,true,,
4920,,,"12v2",+12V2,+12V2,50,ASBIS,2026-05-19 15:49:16.810,2026-05-19 15:49:16.810,system,system,true,,
4921,,,"12v3",+12V3,+12V3,50,ASBIS,2026-05-19 15:49:16.811,2026-05-19 15:49:16.811,system,system,true,,
802,1202,,,Оформление,Design,99,VALI,2026-04-02 10:04:11.816,2026-04-02 10:04:11.816,system,system,false,,
4922,,,"12v4",+12V4,+12V4,50,ASBIS,2026-05-19 15:49:16.813,2026-05-19 15:49:16.813,system,system,true,,
4923,,,място_на_батерията,Място на батерията,Място на батерията,50,ASBIS,2026-05-19 15:49:16.814,2026-05-19 15:49:16.814,system,system,true,,
4924,,,максимална_честота_на_изхода,Максимална честота на изхода,Максимална честота на изхода,50,ASBIS,2026-05-19 15:49:16.815,2026-05-19 15:49:16.815,system,system,true,,
4925,,,брой_портове_за_управление,Брой портове за управление,Брой портове за управление,50,ASBIS,2026-05-19 15:49:16.816,2026-05-19 15:49:16.816,system,system,true,,
4926,,,минимална_изходна_честота,Минимална изходна честота,Минимална изходна честота,50,ASBIS,2026-05-19 15:49:16.817,2026-05-19 15:49:16.817,system,system,true,,
4927,,,фаза_на_напрежението,Фаза на напрежението,Фаза на напрежението,50,ASBIS,2026-05-19 15:49:16.819,2026-05-19 15:49:16.819,system,system,true,,
4928,,,ups_технология,UPS технология,UPS технология,50,ASBIS,2026-05-19 15:49:16.820,2026-05-19 15:49:16.820,system,system,true,,
4929,,,тип_конектор_на_порта_за_управление,Тип конектор на порта за управление,Тип конектор на порта за управление,50,ASBIS,2026-05-19 15:49:16.821,2026-05-19 15:49:16.821,system,system,true,,
4916,,,power_data_output,Изход захранване и данни,Power & Data Output,50,ASBIS,2026-05-19 15:49:16.798,2026-05-19 15:49:16.798,system,system,true,,
5955,,,supported_cpus,Supported CPUs,Supported CPUs,50,ASBIS,2026-05-29 01:37:06.441,2026-05-29 01:37:06.441,system,system,true,,
5956,,,battery_lifespan,Battery Lifespan,Battery Lifespan,50,ASBIS,2026-05-29 01:37:06.462,2026-05-29 01:37:06.462,system,system,true,,
4930,,,метод_на_обявяване_на_статуса,Метод на обявяване на статуса,Метод на обявяване на статуса,50,ASBIS,2026-05-19 15:49:16.823,2026-05-19 15:49:16.823,system,system,true,,
835,1252,,,Софтуер за отпечатване,Software for printing,1221,VALI,2026-04-02 10:04:12.158,2026-04-02 10:04:12.158,system,system,false,,
837,1254,,,Операционни системи,OS Support,1222,VALI,2026-04-02 10:04:12.177,2026-04-02 10:04:12.177,system,system,false,,
838,1255,,,Технология на сканиране,Scan Technology,1223,VALI,2026-04-02 10:04:12.186,2026-04-02 10:04:12.186,system,system,false,,
839,1256,,,Резолюция на сканиране,Scan resolution,1224,VALI,2026-04-02 10:04:12.208,2026-04-02 10:04:12.208,system,system,false,,
840,1257,,,Точност на отпечатване,Printing Accuracy,1219,VALI,2026-04-02 10:04:12.214,2026-04-02 10:04:12.214,system,system,false,,
841,1258,,,Софтуер за сканиране,Scanning software,1582,VALI,2026-04-02 10:04:12.220,2026-04-02 10:04:12.220,system,system,false,,
6661,1887,,,Латентност,Latency,1755,VALI,2026-06-03 01:02:22.876,2026-06-03 01:02:22.876,system,system,true,,
4931,,,брой_lan_интерфейси,Брой LAN интерфейси,Брой LAN интерфейси,50,ASBIS,2026-05-19 15:49:16.826,2026-05-19 15:49:16.826,system,system,true,,
4932,,,максимално_изходно_напрежение,Максимално изходно напрежение,Максимално изходно напрежение,50,ASBIS,2026-05-19 15:49:16.827,2026-05-19 15:49:16.827,system,system,true,,
4933,,,минимално_изходно_напрежение,Минимално изходно напрежение,Минимално изходно напрежение,50,ASBIS,2026-05-19 15:49:16.829,2026-05-19 15:49:16.829,system,system,true,,
4934,,,капацитет_на_изходна_мощност,Капацитет на изходна мощност,Капацитет на изходна мощност,50,ASBIS,2026-05-19 15:49:16.830,2026-05-19 15:49:16.830,system,system,true,,
856,1278,,,Портове за вътрешни дискове,I/O controller on board,1246,VALI,2026-04-02 10:04:12.477,2026-04-02 10:04:12.477,system,system,false,,
857,1279,,,Вграден звук,Audio,1247,VALI,2026-04-02 10:04:12.505,2026-04-02 10:04:12.505,system,system,false,,
858,1280,,,Слотове,slots,1250,VALI,2026-04-02 10:04:12.516,2026-04-02 10:04:12.516,system,system,false,,
859,1281,,,Слотове памет,Memory slots,1239,VALI,2026-04-02 10:04:12.541,2026-04-02 10:04:12.541,system,system,false,,
863,1285,,,Поддържан капацитет памет (max),Supported Memory,1240,VALI,2026-04-02 10:04:12.570,2026-04-02 10:04:12.570,system,system,false,,
864,1286,,,Капацитет HDD (GB),HDD capacity (GB),1252,VALI,2026-04-02 10:04:12.578,2026-04-02 10:04:12.578,system,system,false,,
865,1287,,,Капацитет SSD (GB),SSD capacity (GB),1253,VALI,2026-04-02 10:04:12.586,2026-04-02 10:04:12.586,system,system,false,,
867,1289,,,Интерфейс хард диск,HDD interface,1256,VALI,2026-04-02 10:04:12.596,2026-04-02 10:04:12.596,system,system,false,,
868,1290,,,Оптично устройство DVD+/-RW,Optical device,1257,VALI,2026-04-02 10:04:12.606,2026-04-02 10:04:12.606,system,system,false,,
4935,,,номинално_изходно_напрежение,Номинално изходно напрежение,Номинално изходно напрежение,50,ASBIS,2026-05-19 15:49:16.836,2026-05-19 15:49:16.836,system,system,true,,
874,1296,,,Безжична връзка,Wireless,1259,VALI,2026-04-02 10:04:12.692,2026-04-02 10:04:12.692,system,system,false,,
875,1297,,,Мишка,Mouse,1260,VALI,2026-04-02 10:04:12.708,2026-04-02 10:04:12.708,system,system,false,,
6662,1892,,,Цвят,Color,1598,VALI,2026-06-03 01:02:22.884,2026-06-03 01:02:22.884,system,system,true,,
879,1302,,,Кутия,Case,1694,VALI,2026-04-02 10:04:12.722,2026-04-02 10:04:12.722,system,system,false,,
4936,,,максимална_стойност_на_електрическата_мощност,Максимална стойност на електрическата мощност,Максимална стойност на електрическата мощност,50,ASBIS,2026-05-19 15:49:16.837,2026-05-19 15:49:16.837,system,system,true,,
882,1306,,,Скорост запис/четене SSD,Read/Write speed SSD,1255,VALI,2026-04-02 10:04:12.805,2026-04-02 10:04:12.805,system,system,false,,
883,1307,,,Модел дънна платка,Motherboard,1233,VALI,2026-04-02 10:04:12.810,2026-04-02 10:04:12.810,system,system,false,,
6663,1893,,,Функции,Functions,1600,VALI,2026-06-03 01:02:22.886,2026-06-03 01:02:22.886,system,system,true,,
6664,1894,,,Дължина,Length,1709,VALI,2026-06-03 01:02:22.888,2026-06-03 01:02:22.888,system,system,true,,
6665,1895,,,Максимална дължина,Maximum length,1710,VALI,2026-06-03 01:02:22.892,2026-06-03 01:02:22.892,system,system,true,,
5476,,,includes,Включва,Includes,50,ASBIS,2026-05-19 15:49:19.821,2026-05-19 15:49:19.821,system,system,true,,
5806,,,screen_treatment,Обработка на екрана,Screen Treatment,50,ASBIS,2026-05-24 01:08:29.478,2026-05-24 01:08:29.478,system,system,true,,
6666,1910,,,Процесор,CPU,1779,VALI,2026-06-03 01:02:22.898,2026-06-03 01:02:22.898,system,system,true,,
4937,,,iec_320_c13,IEC-320 C13,IEC-320 C13,50,ASBIS,2026-05-19 15:49:16.842,2026-05-19 15:49:16.842,system,system,true,,
4938,,,форма_на_синусоидата_на_изхода,Форма на синусоидата на изхода,Форма на синусоидата на изхода,50,ASBIS,2026-05-19 15:49:16.843,2026-05-19 15:49:16.843,system,system,true,,
4940,,,максимални_стойности_на_пиковата_енергия,Максимални стойности на пиковата енергия,Максимални стойности на пиковата енергия,50,ASBIS,2026-05-19 15:49:16.846,2026-05-19 15:49:16.846,system,system,true,,
6667,1911,,,Макс. резолюция,Maximum resolution,1780,VALI,2026-06-03 01:02:22.903,2026-06-03 01:02:22.903,system,system,true,,
4941,,,условие_за_статус_внимание,Условие за статус Внимание,Условие за статус Внимание,50,ASBIS,2026-05-19 15:49:16.848,2026-05-19 15:49:16.848,system,system,true,,
6668,1913,,,В/И портове,I/O ports,1782,VALI,2026-06-03 01:02:22.905,2026-06-03 01:02:22.905,system,system,true,,
4942,,,медиен_формат,Медиен формат,Медиен формат,50,ASBIS,2026-05-19 15:49:16.850,2026-05-19 15:49:16.850,system,system,true,,
5808,,,image_aspect_ratio,Съотношение на страните,Image Aspect Ratio,50,ASBIS,2026-05-24 01:08:29.543,2026-05-24 01:08:29.543,system,system,true,,
6669,1915,,,Размери,Dimensions,1787,VALI,2026-06-03 01:02:22.908,2026-06-03 01:02:22.908,system,system,true,,
4943,,,"4_пинов_12v_захранващ_конектор","4 пинов +12V захранващ конектор","4 пинов +12V захранващ конектор",50,ASBIS,2026-05-19 15:49:16.850,2026-05-19 15:49:16.850,system,system,true,,
4944,,,брой_разширителни_слотове,Брой разширителни слотове,Брой разширителни слотове,50,ASBIS,2026-05-19 15:49:16.852,2026-05-19 15:49:16.852,system,system,true,,
6670,1918,,,Поддръжка на сървърни ОС,Server OS support,1786,VALI,2026-06-03 01:02:22.911,2026-06-03 01:02:22.911,system,system,true,,
934,1399,,,Брой печатащи глави,Number of printheads,1217,VALI,2026-04-02 10:04:13.209,2026-04-02 10:04:13.209,system,system,false,,
5477,,,useful_life,Useful Life,Useful Life,50,ASBIS,2026-05-19 15:49:19.824,2026-05-19 15:49:19.824,system,system,true,,
947,1416,,,Макс. капацитет,Max. capacity,1334,VALI,2026-04-02 10:04:13.252,2026-04-02 10:04:13.252,system,system,false,,
950,1419,,,Включени дискове,Included Hard Drives,1338,VALI,2026-04-02 10:04:13.272,2026-04-02 10:04:13.272,system,system,false,,
