"id","tekra_id","tekra_slug","asbis_id","asbis_code","external_id","name_en","name_bg","slug","category_path","show_flag","sort_order","parent_id","platform","is_promo_active","created_at","updated_at","created_by","last_modified_by","alias_of_id"
352,,,,,,Soft OEM. MS Server media CD,Софт OEM - MS Server медия CD,soft-oem-ms-server-media-cd,softuear/soft-oem-ms-server-media-cd,false,0,192,ASBIS,false,2026-05-19 15:47:29.863,2026-05-20 09:32:57.821,system,system,
355,,,,,,ОЕМ операционна система за РС,ОЕМ операционна система за РС,oem-operatsionna-sistema-za-rs,softuear/oem-operatsionna-sistema-za-rs,false,0,192,ASBIS,false,2026-05-19 15:47:29.888,2026-05-20 09:32:57.821,system,system,
356,,,,,,IDS софтуер,IDS софтуер,ids-softuer,softuear/ids-softuer,false,0,192,ASBIS,false,2026-05-19 15:47:29.896,2026-05-20 09:32:57.821,system,system,
357,,,,,,Софтуер за Мрежово Администриране и Обслужване,Софтуер за Мрежово Администриране и Обслужване,softuer-za-mrezhovo-administrirane-i-obsluzhvane,softuear/softuer-za-mrezhovo-administrirane-i-obsluzhvane,false,0,192,ASBIS,false,2026-05-19 15:47:29.904,2026-05-20 09:32:57.821,system,system,
358,,,,,,Офис пакет за PC (кутия с DVD носители),Офис пакет за PC (кутия с DVD носители),ofis-paket-za-pc-kutiya-s-dvd-nositeli,softuear/ofis-paket-za-pc-kutiya-s-dvd-nositeli,false,0,192,ASBIS,false,2026-05-19 15:47:29.912,2026-05-20 09:32:57.821,system,system,
359,,,,,,Application ( Server ) License,Приложен лиценз (Сървърен),application-server-license,softuear/application-server-license,false,0,192,ASBIS,false,2026-05-19 15:47:29.919,2026-05-20 09:32:57.821,system,system,
399,,,,,,Адаптери,Адаптери,adapteri-asbis,adapteri/asbis,false,0,1,ASBIS,false,2026-05-19 15:47:30.355,2026-05-20 09:32:57.821,system,system,
400,,,,,,Контролерна карта,Контролерна карта,kontrolerna-karta,adapteri/kontrolerna-karta,false,0,1,ASBIS,false,2026-05-19 15:47:30.362,2026-05-20 09:32:57.821,system,system,
401,,,,,,Порт Репликатор,Порт Репликатор,port-replikator,adapteri/port-replikator,false,0,36,ASBIS,false,2026-05-19 15:47:30.373,2026-05-20 09:32:57.821,system,system,
312,,,,,,Подложка за мишка,Подложка за мишка,podlozhka-za-mishka,aksesoari/podlozhka-za-mishka,false,0,54,ASBIS,false,2026-05-19 15:47:29.507,2026-05-20 09:32:57.821,system,system,
291,,,,,,VC WebCams,Видеоконферентни уеб камери,vc-webcams,other/vc-webcams,false,0,54,ASBIS,false,2026-05-19 15:47:29.277,2026-05-20 09:32:57.821,system,system,
196,,,,,682,Creativity and design,Творчество и дизайн,creativity-and-design,,false,4,192,VALI,false,2026-04-02 10:02:02.334,2026-08-06 12:06:45.475,system,system,
456,,,,,,Фритюрници,Фритюрници,frityurnitsi,drebni-domakinski-uredi/frityurnitsi,false,0,454,ASBIS,false,2026-05-19 15:47:30.849,2026-05-20 09:32:57.821,system,system,
197,,,,,627,Software solutions for education,Софтуер за образованието,software-solutions-for-education,,false,5,192,VALI,false,2026-04-02 10:02:02.344,2026-08-06 12:06:45.475,system,system,
200,,,,,635,Cell Phone Batteries,Батерии за мобилни телефони,cell-phone-batteries,,false,2,198,VALI,false,2026-04-02 10:02:02.350,2026-08-06 12:06:45.475,system,system,
459,,,,,,Кани,Кани,kani,drebni-domakinski-uredi/kani,false,0,454,ASBIS,false,2026-05-19 15:47:30.867,2026-05-20 09:32:57.821,system,system,
437,,,,,,Видео Карта,Видео Карта,video-karta,video-adapteri/video-karta,false,0,1,ASBIS,false,2026-05-19 15:47:30.704,2026-05-20 09:32:57.821,system,system,
439,,,,,,Видео адаптери,Видео адаптери,video-adapteri-asbis,video-adapteri/asbis,false,0,1,ASBIS,false,2026-05-19 15:47:30.719,2026-05-20 09:32:57.821,system,system,
317,,,,,,Аксесоари - резервни части,Аксесоари - резервни части,aksesoari-rezervni-chasti,aksesoari/rezervni-chasti,false,0,54,ASBIS,false,2026-05-19 15:47:29.554,2026-05-20 09:32:57.821,system,system,
183,,,,,475,Car accessories,Аксесоари за автомобили,car-accessories,,true,1,182,VALI,false,2026-04-02 10:02:02.175,2026-04-02 10:02:03.245,system,system,
185,,,,,514,Shredders,Шредери,shredders,,true,1,184,VALI,false,2026-04-02 10:02:02.181,2026-04-02 10:02:03.245,system,system,
186,,,,,515,Laminators,Ламинатори,laminators,,true,2,184,VALI,false,2026-04-02 10:02:02.183,2026-04-02 10:02:03.245,system,system,
187,,,,,516,"CD, DVD boxes","Класьори за CD, DVD",cd-dvd-boxes,,true,3,184,VALI,false,2026-04-02 10:02:02.188,2026-04-02 10:02:03.245,system,system,
188,,,,,518,Laminating Film,Ламиниращо фолио,laminating-film,,true,4,184,VALI,false,2026-04-02 10:02:02.192,2026-04-02 10:02:03.246,system,system,
189,,,,,520,Cleaning kits,Почистващи материали,cleaning-kits,,true,5,184,VALI,false,2026-04-02 10:02:02.195,2026-04-02 10:02:03.246,system,system,
190,,,,,537,Guillotines,Гилотини,guillotines,,true,6,184,VALI,false,2026-04-02 10:02:02.197,2026-04-02 10:02:03.246,system,system,
191,,,,,555,"CD, DVD, Blu-Ray","Носители CD, DVD, Blu-Ray",cd-dvd-blu-ray,,true,7,184,VALI,false,2026-04-02 10:02:02.201,2026-04-02 10:02:03.246,system,system,
193,,,,,498,Antivirus software,Антивирусни програми,antivirus-software,,true,1,192,VALI,false,2026-04-02 10:02:02.213,2026-04-02 10:02:03.246,system,system,
194,,,,,499,Office & Desktop & Bussiness Applications,Office & Desktop & Bussiness приложения,office-and-desktop-and-bussiness-applications,,true,2,192,VALI,false,2026-04-02 10:02:02.215,2026-04-02 10:02:03.246,system,system,
195,,,,,707,Print management software,Софтуер за управление на печата,print-management-software,,true,3,192,VALI,false,2026-04-02 10:02:02.220,2026-04-02 10:02:03.246,system,system,
199,,,,,494,Batteries,Батерии,batteries,,true,1,198,VALI,false,2026-04-02 10:02:02.349,2026-04-02 10:02:03.247,system,system,
201,,,,,532,Batteries for notebooks,Батерии за лаптопи,batteries-for-notebooks,,true,3,198,VALI,false,2026-04-02 10:02:02.352,2026-04-02 10:02:03.247,system,system,
202,,,,,595,Battery for digital cameras end camcorders,Батерии за фотоапарати и камкордери,battery-for-digital-cameras-end-camcorders,,true,4,198,VALI,false,2026-04-02 10:02:02.354,2026-04-02 10:02:03.247,system,system,
203,,,,,507,UPS batteries and security alarms,Батерии за UPS и СОТ-аларми,ups-batteries-and-security-alarms,,true,5,198,VALI,false,2026-04-02 10:02:02.356,2026-04-02 10:02:03.247,system,system,
204,,,,,522,Batteries for phones,Батерии за безжични телефони,batteries-for-phones,,true,6,198,VALI,false,2026-04-02 10:02:02.358,2026-04-02 10:02:03.247,system,system,
313,,,,,,Охладителни стойки за мобилни компютри,Охладителни стойки за мобилни компютри,ohladitelni-stoyki-za-mobilni-kompyutri,aksesoari/ohladitelni-stoyki-za-mobilni-kompyutri,false,0,36,ASBIS,false,2026-05-19 15:47:29.515,2026-05-20 09:32:57.821,system,system,
302,,,,,,Мрежови аксесоари,Мрежови аксесоари,mrezhovi-aksesoari,aksesoari/mrezhovi-aksesoari,false,0,99,ASBIS,false,2026-05-19 15:47:29.409,2026-05-20 09:32:57.821,system,system,
205,,,,,642,Batteries two way radio,Батерии за радиостанции,batteries-two-way-radio,,true,7,198,VALI,false,2026-04-02 10:02:02.359,2026-04-02 10:02:03.247,system,system,
206,,,,,643,Batteries for Barcode Scanner,Батерии за баркод скенери,batteries-for-barcode-scanner,,true,8,198,VALI,false,2026-04-02 10:02:02.361,2026-04-02 10:02:03.248,system,system,
207,,,,,529,Chargers and adapters,Зарядни устройства и адаптери,chargers-and-adapters,,true,9,198,VALI,false,2026-04-02 10:02:02.374,2026-04-02 10:02:03.248,system,system,
208,,,,,711,Batteries for Crane Remote Control,Батерии за дистанционни за кран,batteries-for-crane-remote-control,,true,10,198,VALI,false,2026-04-02 10:02:02.376,2026-04-02 10:02:03.248,system,system,
209,,,,,716,Batteries for vacuum cleaners,Батерии за прахосмукачки,batteries-for-vacuum-cleaners,,true,11,198,VALI,false,2026-04-02 10:02:02.378,2026-04-02 10:02:03.248,system,system,
220,,,,,539,Watches,Часовници,watches,,true,269,211,VALI,false,2026-04-02 10:02:02.405,2026-08-19 11:35:50.129,system,system,
214,,,,,492,Torches,Фенери,torches,,true,1,211,VALI,false,2026-04-02 10:02:02.390,2026-04-02 10:02:03.248,system,system,
215,,,,,607,Test & Measure,Уреди за измерване и контрол,test-and-measure,,true,2,211,VALI,false,2026-04-02 10:02:02.392,2026-04-02 10:02:03.249,system,system,
216,,,,,519,Tools,Инструменти,tools,,true,3,211,VALI,false,2026-04-02 10:02:02.393,2026-04-02 10:02:03.249,system,system,
217,,,,,606,Screwdrivers,Отвертки,screwdrivers,,true,4,211,VALI,false,2026-04-02 10:02:02.395,2026-04-02 10:02:03.249,system,system,
225,,,,,701,,Природни науки,category-225,,false,3,222,VALI,false,2026-04-02 10:02:02.414,2026-08-06 12:06:45.475,system,system,
229,,,,,705,,Специализирано оборудване,category-229,,false,7,222,VALI,false,2026-04-02 10:02:02.424,2026-08-06 12:06:45.475,system,system,
790,,,,,,Security - Surveillance Video Recorder,Сигурност - Видеорекордер,security-surveillance-video-recorder-asbis,other/security-surveillance-video-recorder-asbis,false,0,788,ASBIS,false,2026-08-06 12:12:43.941,2026-08-06 12:16:17.030,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
218,,,,,531,"Weather Station, Thermometers",Метео - станции и термометри,weather-station-thermometers,,false,265,211,VALI,false,2026-04-02 10:02:02.398,2026-04-02 10:02:03.249,system,system,
219,,,,,562,Timers,Таймери,timers,,false,267,211,VALI,false,2026-04-02 10:02:02.403,2026-04-02 10:02:03.249,system,system,
210,,,,,717,Batteries for robot lawnmowers,Батерии за косачки роботи,batteries-for-robot-lawnmowers,,false,12,198,VALI,false,2026-04-02 10:02:02.380,2026-05-20 09:32:57.821,system,system,
223,,,,,699,,Роботика и кибер-физични системи,category-223,,false,1,222,VALI,false,2026-04-02 10:02:02.410,2026-05-20 09:32:57.821,system,system,
224,,,,,700,,Дизайн и 3D прототипиране,category-224,,false,2,222,VALI,false,2026-04-02 10:02:02.412,2026-05-20 09:32:57.821,system,system,
226,,,,,702,,Зелени технологии,category-226,,false,4,222,VALI,false,2026-04-02 10:02:02.416,2026-05-20 09:32:57.821,system,system,
227,,,,,703,,Математика и информатика,category-227,,false,5,222,VALI,false,2026-04-02 10:02:02.420,2026-05-20 09:32:57.821,system,system,
228,,,,,704,,ВОСКС,category-228,,false,6,222,VALI,false,2026-04-02 10:02:02.422,2026-05-20 09:32:57.821,system,system,
250,,,,,,"3D Printers and scanners","3D Принтери и скенери","3d-printers-and-scanners",,false,0,78,,false,2026-04-02 10:33:40.681,2026-05-20 09:32:57.821,system,system,
251,,,,,,Wall socket accessories,Аксесоари за контакти,wall-socket-accessories,,false,0,211,,false,2026-04-02 10:33:40.681,2026-05-20 09:32:57.821,system,system,
252,,,,,,Security alarm system,Алармени системи за дома и офиса,security-alarm-system,,false,0,211,,false,2026-04-02 10:33:40.681,2026-05-20 09:32:57.821,system,system,
254,,,,,,Smart contacts,Смарт контакти,smart-contacts,,false,0,211,,false,2026-04-02 10:33:40.681,2026-05-20 09:32:57.821,system,system,
462,,,,,,Прахосмукачки,Прахосмукачки,prahosmukachki,drebni-domakinski-uredi/prahosmukachki,false,0,454,ASBIS,false,2026-05-19 15:47:30.889,2026-05-20 09:32:57.821,system,system,
463,,,,,,Smart отоплители,Smart отоплители,smart-otopliteli,drebni-domakinski-uredi/smart-otopliteli,false,0,454,ASBIS,false,2026-05-19 15:47:30.896,2026-05-20 09:32:57.821,system,system,
464,,,,,,Микровълнова печка,Микровълнова печка,mikrovalnova-pechka,drebni-domakinski-uredi/mikrovalnova-pechka,false,0,454,ASBIS,false,2026-05-19 15:47:30.903,2026-05-20 09:32:57.821,system,system,
880,,,,,,Massage Guns,Massage Guns,massage-guns-asbis,other-asbis/massage-guns-asbis,false,0,875,ASBIS,false,2026-08-06 12:30:01.110,2026-08-06 12:36:59.635,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
575,,,,,,Hand Blender,Hand Blender,hand-blender,other/hand-blender,false,0,,ASBIS,false,2026-08-06 11:58:55.845,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
576,,,,,,Несъответствие с Розета данните,Несъответствие с Розета данните,nesaotvetstvie-s-rozeta-dannite,other/nesaotvetstvie-s-rozeta-dannite,false,0,,ASBIS,false,2026-08-06 11:58:55.857,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
691,,,,,,Посочващо Устройство,Посочващо Устройство,posochvashto-ustroystvo-asbis,periferiya/posochvashto-ustroystvo-asbis,false,0,406,ASBIS,false,2026-08-06 11:58:57.032,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
466,,,,,,Четки за зъби,Четки за зъби,chetki-za-zabi,drebni-domakinski-uredi/chetki-za-zabi,false,0,454,ASBIS,false,2026-05-19 15:47:30.918,2026-05-20 09:32:57.821,system,system,
692,,,,,,Презентер,Презентер,prezenter-asbis,periferiya/prezenter-asbis,false,0,406,ASBIS,false,2026-08-06 11:58:57.039,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
467,,,,,,Аксесоари за парочистачки,Аксесоари за парочистачки,aksesoari-za-parochistachki,drebni-domakinski-uredi/aksesoari-za-parochistachki,false,0,454,ASBIS,false,2026-05-19 15:47:30.926,2026-05-20 09:32:57.821,system,system,
468,,,,,,Уреди за грил,Уреди за грил,uredi-za-gril,drebni-domakinski-uredi/uredi-za-gril,false,0,454,ASBIS,false,2026-05-19 15:47:30.933,2026-05-20 09:32:57.821,system,system,
469,,,,,,Тостери,Тостери,tosteri,drebni-domakinski-uredi/tosteri,false,0,454,ASBIS,false,2026-05-19 15:47:30.940,2026-05-20 09:32:57.821,system,system,
470,,,,,,Уреди за гладене с пара,Уреди за гладене с пара,uredi-za-gladene-s-para,drebni-domakinski-uredi/uredi-za-gladene-s-para,false,0,454,ASBIS,false,2026-05-19 15:47:30.948,2026-05-20 09:32:57.821,system,system,
471,,,,,,Сешоари,Сешоари,seshoari,drebni-domakinski-uredi/seshoari,false,0,454,ASBIS,false,2026-05-19 15:47:30.956,2026-05-20 09:32:57.821,system,system,
472,,,,,,Машини за вакуумиране,Машини за вакуумиране,mashini-za-vakuumirane,drebni-domakinski-uredi/mashini-za-vakuumirane,false,0,454,ASBIS,false,2026-05-19 15:47:30.963,2026-05-20 09:32:57.821,system,system,
473,,,,,,Уреди за баня,Уреди за баня,uredi-za-banya,drebni-domakinski-uredi/uredi-za-banya,false,0,454,ASBIS,false,2026-05-19 15:47:30.971,2026-05-20 09:32:57.821,system,system,
474,,,,,,Кафемашина,Кафемашина,kafemashina,drebni-domakinski-uredi/kafemashina,false,0,454,ASBIS,false,2026-05-19 15:47:30.978,2026-05-20 09:32:57.821,system,system,
475,,,,,,Парочистачки,Парочистачки,parochistachki,drebni-domakinski-uredi/parochistachki,false,0,454,ASBIS,false,2026-05-19 15:47:30.985,2026-05-20 09:32:57.821,system,system,
476,,,,,,Sous-Vide,Sous-Vide,sous-vide,drebni-domakinski-uredi/sous-vide,false,0,454,ASBIS,false,2026-05-19 15:47:30.992,2026-05-20 09:32:57.821,system,system,
693,,,,,,Лентови Медии,Лентови Медии,lentovi-medii-asbis,medii/lentovi-medii-asbis,false,0,411,ASBIS,false,2026-08-06 11:58:57.044,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
694,,,,,,Дънна платка настолна,Дънна платка настолна,danna-platka-nastolna-asbis,danni-platki/danna-platka-nastolna-asbis,false,0,413,ASBIS,false,2026-08-06 11:58:57.051,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
696,,,,,,Памет,Памет,pamet-asbis,pamet/asbis,false,0,415,ASBIS,false,2026-08-06 11:58:57.063,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
697,,,,,,Сървърни памети,Сървърни памети,sarvarni-pameti-asbis,pamet/sarvarni-pameti-asbis,false,0,415,ASBIS,false,2026-08-06 11:58:57.068,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
521,,,,,,IDS стенен монтаж,IDS стенен монтаж,ids-stenen-montazh,digital-signage-ids/ids-stenen-montazh,false,0,520,ASBIS,false,2026-05-19 15:47:31.342,2026-05-20 09:32:57.821,system,system,
526,,,,,,Robot Arm Grippers,Роботизирани манипулатори,robot-arm-grippers,robotic-solutions/robot-arm-grippers,false,0,525,ASBIS,false,2026-05-19 15:47:31.381,2026-05-20 09:32:57.821,system,system,
527,,,,,,Robotic Arms,Роботизирани ръце,robotic-arms,robotic-solutions/robotic-arms,false,0,525,ASBIS,false,2026-05-19 15:47:31.389,2026-05-20 09:32:57.821,system,system,
530,,,,,,Robot for Deliveries,Робот за доставки,robot-for-deliveries,robotic-solutions/robot-for-deliveries,false,0,525,ASBIS,false,2026-05-19 15:47:31.411,2026-05-20 09:32:57.821,system,system,
514,,,,,,SSD за сървъри,SSD за сървъри,ssd-za-sarvari,ssd/za-sarvari,false,0,1,ASBIS,false,2026-05-19 15:47:31.296,2026-05-20 09:32:57.821,system,system,
515,,,,,,Външен SSD,Външен SSD,vanshen-ssd,ssd/vanshen-ssd,false,0,1,ASBIS,false,2026-05-19 15:47:31.302,2026-05-20 09:32:57.821,system,system,
299,,,,,,Безжични зарядни,Безжични зарядни,bezzhichni-zaryadni,aksesoari/bezzhichni-zaryadni,false,0,153,ASBIS,false,2026-05-19 15:47:29.372,2026-05-20 09:32:57.821,system,system,
314,,,,,,Дистанционно Управление,Дистанционно Управление,distantsionno-upravlenie,aksesoari/distantsionno-upravlenie,false,0,153,ASBIS,false,2026-05-19 15:47:29.525,2026-05-20 09:32:57.821,system,system,
316,,,,,,iPhone аксесоари,iPhone аксесоари,iphone-aksesoari,aksesoari/iphone-aksesoari,false,0,153,ASBIS,false,2026-05-19 15:47:29.542,2026-05-20 09:32:57.821,system,system,
303,,,,,,Аксесоари за автомобили,Аксесоари за автомобили,aksesoari-za-avtomobili,aksesoari/za-avtomobili,false,0,182,ASBIS,false,2026-05-19 15:47:29.421,2026-05-20 09:32:57.821,system,system,
300,,,,,,Аксесоари за напитки,Аксесоари за напитки,aksesoari-za-napitki,aksesoari/za-napitki,false,0,454,ASBIS,false,2026-05-19 15:47:29.383,2026-05-20 09:32:57.821,system,system,
304,,,,,,Acc - Vacuum Cleaners,Аксесоари за прахосмукачки,acc-vacuum-cleaners,aksesoari/acc-vacuum-cleaners,false,0,454,ASBIS,false,2026-05-19 15:47:29.431,2026-05-20 09:32:57.821,system,system,
315,,,,,,Acc - Air Purifiers,Аксесоари за пречиствателни устройства,acc-air-purifiers,aksesoari/acc-air-purifiers,false,0,454,ASBIS,false,2026-05-19 15:47:29.533,2026-05-20 09:32:57.821,system,system,
309,,,,,,Acc - Dental care,Аксесоари за грижа за зъби,acc-dental-care,aksesoari/acc-dental-care,false,0,454,ASBIS,false,2026-05-19 15:47:29.484,2026-05-20 09:32:57.821,system,system,
311,,,,,,Security - Surveillance System Accessories,Аксесоари за системи за видеонаблюдение,security-surveillance-system-accessories,aksesoari/security-surveillance-system-accessories,false,0,230,ASBIS,false,2026-05-19 15:47:29.499,2026-05-20 09:32:57.821,system,system,
308,,,,,,Аксесоари за настолни компютри,Аксесоари за настолни компютри,aksesoari-za-nastolni-kompyutri,aksesoari/za-nastolni-kompyutri,false,0,1,ASBIS,false,2026-05-19 15:47:29.474,2026-05-20 09:32:57.821,system,system,
310,,,,,,Монтажен Хардуер,Монтажен Хардуер,montazhen-harduer,aksesoari/montazhen-harduer,false,0,1,ASBIS,false,2026-05-19 15:47:29.493,2026-05-20 09:32:57.821,system,system,
306,,,,,,Зарядно устройство,Зарядно устройство,zaryadno-ustroystvo,aksesoari/zaryadno-ustroystvo,false,0,198,ASBIS,false,2026-05-19 15:47:29.450,2026-05-20 09:32:57.821,system,system,
318,,,,,,Аксесоари за мултиборд,Аксесоари за мултиборд,aksesoari-za-multibord,aksesoari/za-multibord,false,0,184,ASBIS,false,2026-05-19 15:47:29.565,2026-05-20 09:32:57.821,system,system,
275,,,,,,Gaming Wheel Base,Гейминг база за волан,gaming-wheel-base,other/gaming-wheel-base,false,0,167,ASBIS,false,2026-05-19 15:47:29.079,2026-05-20 09:32:57.821,system,system,
282,,,,,,Gaming Simracing Accessories,Гейминг симрейсинг аксесоари,gaming-simracing-accessories,other/gaming-simracing-accessories,false,0,167,ASBIS,false,2026-05-19 15:47:29.165,2026-05-20 09:32:57.821,system,system,
293,,,,,,Gaming Simracing Cockpit,Гейминг симрейсинг кокпит,gaming-simracing-cockpit,other/gaming-simracing-cockpit,false,0,167,ASBIS,false,2026-05-19 15:47:29.298,2026-05-20 09:32:57.821,system,system,
272,,,,,,Gaming Racing Wheel,Гейминг волан за рейсинг,gaming-racing-wheel,other/gaming-racing-wheel,false,0,167,ASBIS,false,2026-05-19 15:47:29.005,2026-05-20 09:32:57.821,system,system,
290,,,,,,Gaming Shifter,Гейминг скоростен лост,gaming-shifter,other/gaming-shifter,false,0,167,ASBIS,false,2026-05-19 15:47:29.265,2026-05-20 09:32:57.821,system,system,
285,,,,,,Gaming Monitor,Гейминг монитор,gaming-monitor,other/gaming-monitor,false,0,49,ASBIS,false,2026-05-19 15:47:29.202,2026-05-20 09:32:57.821,system,system,
263,,,,,,Multimedia - Speaker Wi-Fi,Мултимедия - Wi-Fi говорител,multimedia-speaker-wi-fi,other/multimedia-speaker-wi-fi,false,0,54,ASBIS,false,2026-05-19 15:47:28.829,2026-05-20 09:32:57.821,system,system,
264,,,,,,Accessories for OTG,Аксесоари OTG,accessories-for-otg,other/accessories-for-otg,false,0,54,ASBIS,false,2026-05-19 15:47:28.858,2026-05-20 09:32:57.821,system,system,
266,,,,,,VC Headsets,Видеоконферентни слушалки,vc-headsets,other/vc-headsets,false,0,54,ASBIS,false,2026-05-19 15:47:28.896,2026-05-20 09:32:57.821,system,system,
698,,,,,,Мобилни памети,Мобилни памети,mobilni-pameti-asbis,pamet/mobilni-pameti-asbis,false,0,415,ASBIS,false,2026-08-06 11:58:57.074,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
700,,,,,,РС полуготова система,РС полуготова система,rs-polugotova-sistema-asbis,nastolni-konfiguratsii/rs-polugotova-sistema-asbis,false,0,421,ASBIS,false,2026-08-06 11:58:57.088,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
702,,,,,,Аксесоари за принтер,Аксесоари за принтер,aksesoari-za-printer,printeri/aksesoari-za-printer,false,0,701,ASBIS,false,2026-08-06 11:58:57.100,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
584,,,,,,Tools,Tools,tools-asbis,other/tools-asbis,false,0,,ASBIS,false,2026-08-06 11:58:55.969,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
457,,,,,,Drinkware,Съдове за напитки,drinkware,drebni-domakinski-uredi/drinkware,false,0,454,ASBIS,false,2026-05-19 15:47:30.855,2026-05-20 09:32:57.821,system,system,
458,,,,,,Cast Iron Cookware,Готварски съдове от чугун,cast-iron-cookware,drebni-domakinski-uredi/cast-iron-cookware,false,0,454,ASBIS,false,2026-05-19 15:47:30.860,2026-05-20 09:32:57.821,system,system,
460,,,,,,Food Storage Container,Контейнери за съхранение на храна,food-storage-container,drebni-domakinski-uredi/food-storage-container,false,0,454,ASBIS,false,2026-05-19 15:47:30.874,2026-05-20 09:32:57.821,system,system,
585,,,,,,Electric Fans,Electric Fans,electric-fans,other/electric-fans,false,0,,ASBIS,false,2026-08-06 11:58:55.979,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
793,,,,,,Massage Guns,Massage Guns,massage-guns-asbis,other/massage-guns-asbis,false,0,788,ASBIS,false,2026-08-06 12:12:44.354,2026-08-06 12:16:17.030,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
801,,,,,,Air Fryers,Air Fryers,air-fryers-asbis,other/air-fryers-asbis,false,0,788,ASBIS,false,2026-08-06 12:12:44.607,2026-08-06 12:16:17.030,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
322,,,,,,Процесори,Процесори,protsesori,protsesori,false,0,,ASBIS,false,2026-05-19 15:47:29.609,2026-05-19 15:47:29.609,system,system,
588,,,,,,Digital Signage Display,Digital Signage Display,digital-signage-display,other/digital-signage-display,false,0,,ASBIS,false,2026-08-06 11:58:56.019,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
792,,,,,,Networking - Access Control,Мрежово - Контрол на достъп,networking-access-control-asbis,other/networking-access-control-asbis,false,0,788,ASBIS,false,2026-08-06 12:12:44.074,2026-08-06 12:16:17.030,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
415,,,,,,Памет,Памет,pamet,pamet,false,0,,ASBIS,false,2026-05-19 15:47:30.521,2026-05-19 15:47:30.521,system,system,
794,,,,,,Accessories for Staged,Аксесоари за сценична употреба,accessories-for-staged-asbis,other/accessories-for-staged-asbis,false,0,788,ASBIS,false,2026-08-06 12:12:44.366,2026-08-06 12:16:17.030,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
436,,,,,,Видео адаптери,Видео адаптери,video-adapteri,video-adapteri,false,0,,ASBIS,false,2026-05-19 15:47:30.694,2026-05-19 15:47:30.694,system,system,
413,,,,,,Дънни платки,Дънни платки,danni-platki,danni-platki,false,0,,ASBIS,false,2026-05-19 15:47:30.492,2026-05-19 15:47:30.492,system,system,
591,,,,,,Smart Locks,Smart Locks,smart-locks,other/smart-locks,false,0,,ASBIS,false,2026-08-06 11:58:56.051,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
392,,,,,,Компютърни кутии,Компютърни кутии,kompyutarni-kutii,kompyutarni-kutii,false,0,,ASBIS,false,2026-05-19 15:47:30.273,2026-05-19 15:47:30.273,system,system,
402,,,,,,Охладители,Охладители,ohladiteli,ohladiteli,false,0,,ASBIS,false,2026-05-19 15:47:30.381,2026-05-19 15:47:30.381,system,system,
513,,,,,,SSD,SSD,ssd,ssd,false,0,,ASBIS,false,2026-05-19 15:47:31.289,2026-05-19 15:47:31.289,system,system,
373,,,,,,Оптични устройства,Оптични устройства,optichni-ustroystva,optichni-ustroystva,false,0,,ASBIS,false,2026-05-19 15:47:30.033,2026-05-19 15:47:30.033,system,system,
592,,,,,,Lint Removers,Lint Removers,lint-removers,other/lint-removers,false,0,,ASBIS,false,2026-08-06 11:58:56.058,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
593,,,,,,Security - Surveillance Outdoor Camera,Security - Surveillance Outdoor Camera,security-surveillance-outdoor-camera,other/security-surveillance-outdoor-camera,false,0,,ASBIS,false,2026-08-06 11:58:56.066,2026-08-06 12:06:45.475,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
796,,,,,,Accessories for OTG,Аксесоари OTG,accessories-for-otg-asbis,other/accessories-for-otg-asbis,false,0,788,ASBIS,false,2026-08-06 12:12:44.512,2026-08-06 12:16:17.030,ignatov_rs@abv.bg,ignatov_rs@abv.bg,
